Date,AAPL,TSLA,NVDA,BYDDY,AMD,MSFT,AMZN,TSM,META,GOOG
2014-01-02,-3.0029094955142943,-1.7122011186580144,-0.6935665766608952,1.9007322748253652,3.544306410483995,-4.386439921443516,0.7638788042610888,-2.274048969814845,4.587830704136928,1.538017106370074
2014-01-03,-1.486196075094236,-2.567527007646675,0.3828938458855009,0.9404404959026882,4.250001907348633,-2.3570819167742814,0.307733402665804,-0.29499198913610275,6.195009472768439,2.2787341180707044
2014-01-06,-1.5075421783086576,-5.210886094796198,-3.2745620529989483,-1.1458396456305326,0.0,-3.1829545858878587,-0.6732195123180331,0.059172953299188404,-2.255246325736328,0.5065712038224982
2014-01-07,1.1758384923761014,7.9740293572850165,-1.8587314027592505,-1.0438453263686571,2.8708221847926585,-1.7302968161369343,-0.12310575747753667,2.779416425757215,-0.3107674312307273,0.9254869188582769
2014-01-08,2.557680500185927,8.494191809205617,-2.1393665550859984,-0.7186827152890446,6.937798415371953,2.7964207129110545,-1.5052734922967643,2.750142242001803,-1.081918380676393,0.6475435753209267
2014-01-09,3.304633327118654,15.888296955307496,1.9682505774119543,-2.1761662844392564,7.090463350460609,3.8277530455307165,-1.299219186173219,8.293552330942736,-0.05243375280335576,2.2986306420892366
2014-01-10,1.4504453469776202,16.66894253971922,1.652894065150569,-2.484469719556563,0.23980220291902093,0.9433966258347296,0.4903679035126949,5.147934076160997,-2.830513338832625,1.800601673187571
2014-01-13,2.490062369689318,26.797769165917565,4.492184868528604,-1.3698642526479285,0.9685220519283733,3.401940086568983,4.110190485092357,4.612659335800517,4.650328172450244,3.626065429323291
2014-01-14,0.9370614702354696,10.72115448583814,1.1994983095159597,-0.8438810925003772,-14.651164802233462,0.41923289825739335,1.7608213507121442,3.3371688821213494,-0.3983431767362934,1.358977056472925
2014-01-15,-0.21171241568034424,10.58307394618861,-0.24984360575378334,-5.067215793714428,-19.015658714295483,-1.9042355283029069,1.0104268901117273,0.7972739251422121,-1.684023318927111,0.9994618297840678
2014-01-16,-1.4758683049122507,2.123184636388441,-3.113319196467011,-4.6610127112467,-20.77625712452395,-0.21685556432909514,-2.071762181875659,-3.195591933312785,-4.791043765631238,-2.8013708905324237
2014-01-17,1.8181092619836754,-0.22939848004469665,-3.3145699847257037,-5.2016960419276534,-18.421047227984637,-0.9620733329914996,-3.335752939038155,-3.4890310819464356,-4.884547135463832,-4.284988585531041
2014-01-21,-7.7531093216572815,0.9621865027996503,-2.741430537686953,2.2435902334372697,-15.107916137038194,0.2764785564855763,-3.1003586311961535,-2.9960467532215485,-5.759697536420059,-3.4966097085060692
2014-01-22,-9.203828992729493,-1.8649203360708475,-3.555836706690843,0.5319169442975042,-5.177113168137196,2.031727069401584,-5.0279341198533904,-5.2895261916362974,-6.920534965041227,-4.987041455248388
2014-01-23,-10.140603743031651,0.7382857665295005,-1.5654351648079972,2.6143765047899796,-3.8673997489360077,2.2185224808479673,0.785253156925087,-3.1638494302415823,7.85802698041086,-2.12999230768266
2014-01-24,-8.32677827430944,3.9003393982593804,0.8997389837595274,4.6666675143771705,-1.1527366433206554,2.7981492552842777,-7.458717661310967,-3.6994856563472265,14.912761833075155,5.084401241872545
2014-01-27,-8.895547443527649,4.415753438578792,0.19404743141764674,2.6875673338898034,-2.346045751055911,1.2489613604928211,-10.38882894477221,-2.2157385960290004,14.808590883578644,2.9240047089941608
2014-01-28,0.4521090055288931,0.19620413249240196,-0.19218279071748018,-3.030302728325782,-4.8022620939509295,0.22056249061970476,-11.784099918895492,-2.447552913919666,13.801234484199515,1.349056056953674
2014-01-29,2.3644541483132686,-0.46224875943561616,-0.12936906671618043,-2.7513252288843635,-4.885059636844659,-2.2913261213425447,-9.825606171509273,-3.2333988066344337,16.177844283384196,3.277559709495551
2014-01-30,2.5471230153429634,-2.439286584408864,-0.5089053584423077,0.9554156248297914,-2.011492323538395,-1.8448190285292987,-12.014588252443405,-0.8751436631956037,1.768169587395661,2.16401884473383
2014-01-31,3.811428364157755,2.8223366393097082,1.082803046874065,4.140130999618733,1.1661796231638033,-3.382660608180086,0.6663197503138146,1.4184383571866517,2.796867522031904,-0.2989091721656785
2014-02-03,5.475248787820253,10.981879649000888,2.7759865172983225,10.35986697231391,9.009014943189076,0.8771921569070333,4.252491840802106,2.9218828726466652,3.366948129858302,3.4850033616841785
2014-02-04,5.340135704534352,10.009514866659005,4.300385619864437,9.806033120657789,9.792290009822564,2.2558451973746485,3.9775909135759155,3.882912947536176,3.3466111141372012,4.570532195274472
2014-02-05,4.5513932653665945,11.982563212087879,9.002593141833795,10.663770845022935,11.480366193656682,4.6063694582256565,0.8081938969469099,5.589308186303707,3.6340221441371647,3.8042372969915452
2014-02-06,6.228178310285072,11.91277296440819,10.99744392117699,13.564668042123722,8.504397494241772,3.9524607327634835,0.7360658495998651,2.7074808594362625,8.317249028850858,3.4432242364240753
2014-02-07,4.677875423205836,6.272447365644043,12.854442196369055,8.97042938965527,6.340058409115972,2.8993367581439244,-1.0330150686239792,4.254076624286328,4.306586841121061,2.1538230999034753
2014-02-10,3.2136742334336286,3.6324773262186203,12.437182994645166,5.53360104693086,1.9283727558113049,1.6847797411375407,-2.0007207195017416,3.0706875991730107,5.90087153378024,3.235482131952645
2014-02-11,0.2630728817805214,-1.515613179563897,11.630765474759615,6.182533271676742,0.5405400180747055,0.9147166245274475,-3.982978683920512,2.1276644750985154,4.949883053202587,1.0216982431685444
2014-02-12,-0.8900561960331931,7.500517985504023,11.586457348658458,7.96459645885819,0.0,0.7472611960902968,0.1574811922040584,1.7836673662839349,8.0372390232007,1.4679500003226618
2014-02-13,-3.5229574722693324,4.9942354610473885,7.373264598467968,1.6666606326163145,-0.27027000903735277,0.9837780533907495,-2.9227393540901843,1.6618853610288358,1.871371561815091,0.32418978083555644
2014-02-14,-3.0221150073056307,9.796705428720108,5.583472967725871,3.5547252512360967,0.5420048947527367,0.1860704327795465,-1.5586937093310684,-1.117936626127244,5.500078465978744,0.8072852534382651
2014-02-18,-4.382864105575536,21.74766507800536,4.692738382621603,4.307116338976561,-0.27027000903735277,0.32069148170515144,1.3205118953505568,-0.9555934094728856,3.788997484000378,0.75316947992405
2014-02-19,-3.7255530026119,30.654825423891715,3.142225545770901,13.493531232217764,-0.5376338917391231,-0.10663050551809053,3.5753371435649686,0.3941424207325357,1.7631569507530749,1.4829436229328794
2014-02-20,-0.6551770459087456,20.27432681923866,-1.4909514185727204,11.475412399017351,0.5420048947527367,0.2913923453021523,2.953118809500363,1.8089298200310415,-0.9909447640798931,1.254034149358527
2014-02-21,0.188488534054778,16.798668204739496,-1.3948510589878282,21.949006389444474,0.5420048947527367,0.8688831886048423,4.4238102860197985,1.860202525161896,-0.1895280075210551,0.9852223329700455
2014-02-24,0.03981515966506674,15.120607922345279,-3.2786829026316164,18.699193365527954,-1.0781660765967553,0.23879054355844972,2.2741463560631217,1.921990629301036,-4.7612251699744625,-0.8098898622545547
2014-02-25,1.758412742254753,2.758060817043576,-1.387407855162009,19.03051903252226,0.27100244737636836,2.3175250683729085,1.5572634679080828,2.3836552570347007,-1.5032146675741114,-0.41720989236755596
2014-02-26,2.9013259514633654,-0.13438891886240753,-0.37412986771501866,5.863194484407385,0.27027000903735277,1.7080314085893908,3.4936075193854585,3.140770994607969,3.335254818574964,-0.1565401648661284
2014-02-27,0.583691239064835,0.15839059476399053,-0.6486531850453969,7.026148908767492,0.5390830382983777,0.7659823318863144,3.3404578865393186,4.775128258868191,2.756010776325726,0.032812516291627895
2014-02-28,0.798112855794404,0.5718656542861584,-0.10880604639921515,3.360715442322897,6.469002885957262,-1.0702162169536054,2.7506275129753437,3.8738283052652958,1.9573531773375106,-0.0707434239325822
2014-03-03,0.598760584816152,-4.677525749605461,-1.0934978290223154,5.7077624079448475,3.8147101791608393,0.1058785516670369,2.987939140004095,5.158060800940408,6.853574938736226,0.7383429718576823
2014-03-04,0.9129566680851504,-8.016792512840306,-1.1363587103598138,5.7315250057572875,4.054050135560292,-1.0153589981717062,1.35202140172044,4.046560450049672,1.8895281463654918,-1.2280735151031819
2014-03-05,0.7983276440822442,-4.420963306185737,-1.716736616428903,7.846157367412861,5.390836809360506,0.4198369059292266,-0.4645925771729135,5.655252583166211,-0.9640945149482087,-0.8996408112494891
2014-03-06,-0.018836662988553306,-5.989563951337953,-3.482042540102837,3.206107359264247,3.485251350069167,-0.6815258868445846,-0.17465237371528414,2.1197647098065713,-2.8373724036471177,-2.504901111881481
2014-03-07,-1.0840028182905364,-6.189836855103436,-2.941181359345302,-1.734102373353568,-2.53164916060666,-0.527706477275175,0.45153809006769996,0.6925900777633234,-2.9799451864097097,-3.4565638345292897
2014-03-10,-0.7873154784358104,-2.034831313563398,-1.4925398313224811,0.7919341537678614,-0.2624669452346884,0.6081426337711057,1.2171759278229202,0.7911473265932297,-4.567542650678162,-1.6070044672934163
2014-03-11,-0.8748507554501345,2.4017776642964557,-0.16420736668760888,-0.07132830638602612,1.0389662665569321,4.024194531498091,2.697790067534477,2.1843358413053457,-1.2981398752109647,0.9391711112635631
2014-03-12,-0.9969951607278494,-2.339637756974047,1.3100424405900455,-1.141232495451341,1.7902795832784797,2.6130127725073864,0.6987985411849708,-2.830680060579669,-3.724604249361948,-0.6667774167089591
2014-03-13,-0.36747470912906893,-1.2111491219911825,4.678691851266801,-8.727812612596344,4.922287585562779,6.4397003977594665,-0.683700602284937,-2.1795540545757066,-2.7023108540909093,0.6812112643691189
2014-03-14,1.5590055815017738,-0.900552726057451,4.040410959783842,-6.470588895276325,4.935066543555979,6.5251963784863625,-3.510462501671367,-1.9576663457813233,-0.7088058893697256,0.8731207052351786
2014-03-17,2.3635957526431413,-5.902213862865078,3.535359589810862,-13.428572246006556,6.5789537251491765,6.438898323427987,-6.183340827989852,-2.459451625807554,-6.75007205971128,-2.8663667324158006
2014-03-18,2.557396371563813,-8.16530405341784,1.1513212415375782,-13.133476963081709,4.113112635369193,1.9974739083864987,-6.352135332172853,-0.31282307084318334,-6.214775112053627,-4.337633933135364
2014-03-19,1.6037309843886214,-9.701492944704581,-2.8555969533804313,-11.688311152148007,1.7587982745204223,1.3241671802956851,-7.989717090176095,1.1122934383264147,-11.503515122893742,-5.6101706041438275
